title	rate	director	actor	category	showtime	length	box office	award	description
万有引力	6.4	赵天宇	文章/白百何/郭涛/张静初/戴立忍/莫文蔚/段博文/黄幻	剧情/喜剧/爱情/悬疑	2011	97	440	0	这是四个与爱情有关的故事：审计员高远（文章 饰）三年来重复着两地奔忙的工作，在他前往外地送交一份重要文件之时，机场安检员石晓琳（白百何 饰）却将他扣留，耽误了航班的高远大怒，却发现石晓琳对他非常了解……；数学教师王勇（郭涛 饰）与妻子雪莲（张静初 饰）结婚多年，在朋友的启发下决定要个孩子，然而这对爱人的怀孕战役进行的异常艰难……；阿美（莫文蔚 饰）与情人遭遇因信号灯故障引起的车祸，阿美轻伤，而情人重伤昏迷，而这场车祸，似乎由阿美的丈夫云山（戴立忍 饰）一手策划……；跳伞运动员嘉欣（黄幻 饰）因吸毒被跳伞队开除，运动生涯宣告结束，她的男友兼搭档海桥（段博文 饰）决定不惜一切代价挽救她……
分手说爱你	7.4	黄真真	房祖名/薛凯琪	剧情/喜剧/爱情	2010	104	1010	0	Joe（房祖名 饰）与阿花（薛凯琪 饰）是一对相亲相爱的快乐小情侣，但是因一些微不足道的原因，Joe最终被女友踢出局。这个伤心的21岁男孩决定自杀，却在给亲友发电邮留遗书时发现一个奇怪的分手网站。该网站的法则是：只要Joe能够拆算其他情侣，他就可以跟自己的女友复合。/                                    /                                　　正值此时，香港电影人黄真真和郑丹瑞筹拍一部爱情电影，他们向社会征集青年男女们的爱情故事，Joe也应征前往。黄真真对Joe分手后的经历非常感兴趣，于是拿出一部DV，请Joe将挽回女友的全过程拍下来。好友Sunny（邓健泓 饰）为了Joe勇于献身，在拆散Sunny及其女友后，阿花竟真地回到Joe的身边……
危险关系	5.8	许秦豪	章子怡/张东健/张柏芝/窦骁/卢燕/王奕瑾	剧情/爱情	2012	106	6271	0	本片改编自法国著名放荡主义小说，曾经被多次改编成不同版本的电影、影集、舞台剧。/                                    /                                　　三十年代，在日军枪炮下的上海上流社会依旧每天在纸醉金迷的狂欢中迷失。谢易梵（张东健 饰）是风月场上有名的花花公子，莫婕妤（张柏芝 饰）是风情万种却深藏城府的豪门遗孀，两人有着不可分割的亲密关 系。莫怂恿谢去勾引抛弃自己的富商即将迎娶的少女贝贝。而谢则觉得不够挑战，对出身名门的纯情寡妇杜芬玉（章子怡 饰）产生了兴趣。当即谢、莫两人展开了以杜为诱饵的赌局游戏，赌的内容是谢得到杜的身体，而奖品则是谢梦寐以求的莫的身体。对于谢的追求，杜从开始的抵抗到后来越陷越深，而谢也发现自己爱上了猎物，这一切令莫怒火中烧。当所有的道德、禁忌完全被打破，这些游戏的男女纷纷陷入欲望的河流，种下了悲剧的结果......
月满轩尼诗	6.7	岸西	张学友/汤唯/鲍起静/李修贤/安志杰/张可颐/朱咪咪/郭锋/林威/卢冠廷	喜剧/爱情	2010	105	1700	0	香港湾仔，电器行老板娘（鲍起静 饰）丈夫早亡，她和妹妹共同抚养儿子阿来（张学友 饰）。但后者终日沉迷侦探小说，41岁依然单身，还常会跟想象中的亡父对话。在一场相亲宴上，阿来见到了洁具行售货员爱莲（汤唯 饰），起初有点尴尬，后来在茶餐厅，两人谈笑风生。不过，爱莲一直挂念狱中的古惑仔男友阿旭（安志杰 饰），所以对这门亲事只是敷衍。阿来同样接到了前女友（张可颐 饰）的邀请，出任男模，两人似乎重新擦出了火花。虽然阿来和爱莲各怀心事，但两人却在轩尼诗道再度重逢。与此同时，老板娘却因为报税之事跟老相好（李修贤 饰）闹了别扭，而且，一直蒙在鼓里的她还目睹了阿旭与爱莲牵手逛街。经受不住打击的她彻底崩溃、住进了医院。此后，阿来跟前女友，爱莲跟阿旭的感情却发生了变化……
假装情侣	6	刘奋斗	黄渤/江一燕/张默/夏嘉伟	喜剧/爱情	2011	93	3133	0	善良的保险公司销售员陈文（黄渤 饰）在广场邂逅了一个疯疯癫癫的女孩，谁知在去精神病院的路上女孩化身成清秀美丽的佳人。虽然惹得一堆麻烦上身，不过陈文次日还是应约与这个叫做沈露（江一燕 饰）的女孩见面。沈露要求陈文做他的假装情侣，而陈文也欣然接受。在接下来的日子里，陈文变成一个随叫随到的小仆人，他按照沈露的要求做着各种各样难为情却又好玩的事情，两人度过了一段难忘的美好时光。在此期间，陈文慢慢喜欢上了这个古灵精怪的女孩，沈露的心中似乎也经历着某种矛盾纠葛。/                                    /                                　　某一天，沈露突然音讯全无，再见面时她却提出结束和陈文这段假装情侣的游戏……
婚前试爱	5.6	叶念琛	周秀娜/罗仲谦/洪天明/庄思敏/杨梓瑶/沈志明/陈嘉宝/方皓玟	剧情/爱情	2010	85	103	0	琪琪（周秀娜 饰）在一个礼拜后就要与恋爱七年的警员男友阿泽（罗仲谦 饰）结婚，在几个好友的聚会上，琪琪偶遇摄影师JACK（沈志明 饰），并在酒后与其发生了一夜情，追悔莫及的琪琪欲迅速终止这段关系，然而第二天二人再次相遇，在好友的怂恿下，琪琪等人与JACK同看演唱会，当夜琪琪意外发现了阿泽偷情的表徵，遂拉上JACK一起捉奸但一无所获，后者在离去时邀请琪琪在结婚前陪自己再度三天；另一边，执行任务的阿泽与街头女孩阿宝（杨梓瑶 饰）调换了手机，从未有过背叛女友念头的阿泽自此落入了一段短暂又不可思议的关系。马上就要结婚的二人，走上了各自的爱情岔路……
新不了情	8.3	尔冬升	刘青云/袁咏仪/刘嘉玲/秦沛/冯宝宝/吴家丽/张艾嘉/张之亮/胡大为	剧情/爱情	1993	105	3114	4	阿杰（刘青云 饰）是一个怀才不遇的年轻音乐人，生活潦倒不得不独自住进了一个破旧的单位内，终日都沉默寡言。此时他也遇到了在庙街街头艺人的女儿阿敏（袁咏仪 饰），阿敏虽然自小便患有骨癌，但她还是乐观开朗的面对自己的人生，她对生命充满希望的态度感染了阿杰，令他找回了失去的自信，在事业上也看到了曙光。两人渐渐情愫互生，就当一切看来都十分顺利之际，阿敏的病情却日渐恶化，使她失去了往日的勇敢及坚强，变得暴躁起来。最后阿敏得到了阿杰与亲戚朋友的鼓励，可是阿敏体内的病魔还是不肯放手。
亲密敌人	5.6	徐静蕾	徐静蕾/黄立行/梁咏琪/钟丽缇/赵宝刚/王敏德/李治廷/刘仪伟/苏小明/李艾/林源/陈奂仁/尹子维	剧情/爱情	2011	98	11041	0	某投资银行的经理戴瑞克李（黄立行 饰）正忙于对某锂矿企业进行收购，而他的前任女友艾米梁（徐静蕾 饰）此时也来到香港，以另一家投资银行副总经理的身份担任该锂矿企业的财务顾问，这对昔日情人即将在职场展开对决。戴瑞克的得力助手瑞贝卡（梁咏琪 饰）试图以好友身份劝说艾米退出，而热门金融博主亨利（李治廷 饰）发现了李、梁二人的过往，原来艾米因戴瑞克事业繁忙，绝少时间陪伴自己而赌气分手，不久却在戴瑞克的安排下，亦加入了投行领域。戴瑞克与艾米在飞往伦敦的航班上巧遇，为了从收购案中胜出，二人连番缠斗，而随着事情的发展，这对儿亲密敌人的关系再度变化……
白蛇传说	4.7	程小东	李连杰/黄圣依/林峰/蔡卓妍/文章/徐若瑄/姜武/杨千嬅/杜汶泽/罗家英/郭羡妮/林雪	动作/爱情/奇幻/古装	2011	103	18040	0	南宋年间，世道离乱，更有各方妖孽为害世间，亦有痴情种子因缘和合，演出千古传奇。某深山老林，一青一白二蛇修炼千年，化得人身，终日在山中畅意游玩，好不自在。二蛇偶遇上山采药的郎中许仙（林峰 饰），白蛇（黄圣依 饰）倾慕许仙，并偶然救得他的性命，自此凡心触动，决定下山寻找心上之人。适逢佳节，二蛇变作人形，以白素贞、青青（蔡卓妍 饰）之名来到城中。正所谓因缘际会，白素贞终与许仙相逢，结为夫妇。/                                    /                                　　时有金山寺高僧法海（李连杰 饰）携弟子能忍（文章 饰）四方游历，降妖除魔。追寻二蛇期间，能忍为蝙蝠妖所伤，魔性大起，坚心动摇。其后师徒二人更与白素贞、青青二蛇上演正法与情缘的亘古纠葛……
游龙戏凤	6	刘伟强	刘德华/舒淇/何韵诗/张涵予/林嘉华/林子祥/姜大卫/张歆艺/张达明	爱情	2009	117	10813	0	幸福是天上玻璃球的碎片，大家拼命的拾捡，却总归不会完满，爱情就是这种带点缺憾的甜蜜幸福。/                                    /                                　　程仲森(刘德华饰)，亿万富翁，却始终没有找到可以携手白老的心爱之人。已经对爱情死心的他为朋友的爱情出谋划策，自己却对爱情不以为意。可是就在无心之时，他遇到了命中的“白骨精”，舞女米兰。/                                    /                                　　米兰(舒淇饰)，自小与烂赌阿姨、好好姨丈同住。善良独立的她热爱跳舞，把跳舞当成自己的事业更是自己的生活。在一次兼职赌场小姐时，米兰偶遇了“烂赌棍”程仲森。爱情的火花点燃了，可是各种摩擦也随之而来。/                                    /                                　　与此同时，程仲森的好友们也在捡拾着爱情的幸福碎片，争取着自己的幸福。
半生缘	7.7	许鞍华	黎明/吴倩莲/梅艳芳/黄磊/葛优/吴辰君/王志文/朱曼芳	剧情/爱情	1997	126	753	"1,4"	1930年代的上海，在同一间工厂做工的世钧（黎明）和曼桢（吴倩莲）成为恋人。曼桢早年丧父，姐姐曼璐（梅艳芳）为了养活一家老小，心痛离别恋人去当舞女赚钱，最终嫁给了有妇之夫祝鸿才（葛优）。/                                    /                                　　世钧收到告急家书回到南京，方知家人召回只为让其成亲。因为性格上的软弱，也因久等不来曼桢的书信，世钧最终迎娶了他并不喜欢的门当户对的翠芝（吴辰君）。上海这边，不能生育的曼璐为保全自已的地位，设计令曼桢怀上了祝鸿才的孩子，葬送了曼桢与世钧的爱情。曼璐死后，曼桢为了孩子委身祝鸿才。两个有缘无分的人就这样错过情缘。
夜半歌声	7.9	于仁泰	张国荣/吴倩莲/黄磊/刘琳/司徒慧焯/刘天池/鲍方/郭追/王冰	剧情/爱情/惊悚/音乐	1995	100	1329	0	1926年的上海，青年演员宋丹平（张国荣）因主演歌剧迷倒成千上万女性，但对她们他均不动心，单与清纯的富家少女杜云嫣（吴倩莲）坠入爱河。然而因为他的戏子身份，两人恋情曝光后遭到杜云嫣父亲的强行阻止，杜云嫣被禁闭在家，许配给某豪门显贵。与该权贵公子的订婚夜宴上，杜云嫣装病离席私会宋丹平，权贵公子发现后妒火中烧，派人毒打过宋丹平后放火焚烧了剧院，杜云嫣自此成为外人眼中的疯妇，而已成废墟的剧院因为每逢月圆之夜会传来虚无缥渺的歌声，被传是宋丹平的鬼魂作祟。/                                    /                                　　十年后，某个小剧团暂住进被传有鬼的剧院，青年演员韦青（黄磊）遇到如幽灵的宋丹平，爱情悲歌随即再次上演。
龙凤斗	6.7	杜琪峰	刘德华/郑秀文/吴嘉龙/林家栋/胡燕妮/秦煌/许绍雄	剧情/喜剧/爱情	2004	98	1400	0	盗生（刘德华 饰）与盗太（郑秀文 饰）离婚后，盗太受到了富家子Steve（吴嘉龙 饰）的强烈追求，以珠宝作为求婚礼物送给热爱珠宝的盗太，可是steve的母亲Mrs. Allen（胡燕妮 饰）订下苛刻要求才准盗太过门。/                                    /                                　　眼看珠宝就要到手了，可是却遭到了前夫盗生的阻挠——以同样的手法 偷去了珍贵的珠宝。令盗太顿足。Mrs. Allen认定昂贵宝物是盗太偷走了，故此雇用私家侦探调查盗太，才发现了盗太的身份。盗生盗太再次相处的过程中，常常一起回味了过往的日子，斗气之余发现仍爱着彼此。其实一切的游戏，都是盗生精心布局的……
